signI	signJ	{measureName}
ME~a	SANGA~a	42.261430978144595
GAL~a	SZAB~a	42.23937412083995
1(N34)	GAR	42.19917513554007
ME~a	U4	42.18868717347341
KI	SZE~a	42.1631429936811
3(N01)	NI~a	42.13631754442209
NE~a	U4	42.11405751029468
5(N01)	NUN~a	42.113361259171356
A	NUN~a	42.090568261364524
1(N14)	AB2	42.08836402777212
2(N14)	NAM2	42.07406035949284
1(N01)	KA~a	42.03346071281974
1(N01)	DUR2	41.92419573157827
1(N14)	2(N57)	41.89051559885327
BU~a	ME~a	41.84805568781183
EN~a	GAN2	41.79513924006913
4(N01)	SZU2	41.78834379703882
NUN~a	SZE~a	41.770818672166044
AN	TAK4~a	41.7663045271656
2(N01)	ZATU659	41.67295833268658
1(N01)	GU7	41.62012049266679
1(N34)	1(N57)	41.615772813473086
1(N01)	SAR~a	41.6105811094875
1(N14)	SZITA~a1	41.607811553655985
1(N01)	NIN	41.54593401065267
2(N01)	SILA3~a	41.51579134223956
3(N57)	HI	41.48961394597868
5(N14)	EN~a	41.45877178670686
ME~a	SI	41.43678140652275
2(N01)	E2~b	41.39208697368679
5(N01)	GAR	41.38119324330454
GI	MUSZEN	41.355904973034924
3(N01)	TUG2~a	41.337190930850525
3(N57)	5(N01)	41.182778980510484
1(N46)	SZE~a	41.11023658460722
3(N01)	UD5~a	41.04706687722576
1(N01)	GIR3~c	41.00111122272363
EN~a	GA~a	40.997050316159736
1(N01)	GUG2	40.95900613649249
2(N01)	MASZ2	40.883834269229645
BU~a	SANGA~a	40.862384484044256
GI	NUN~a	40.85560811367614
2(N01)	IB~a	40.84348946041829
GAN2	SZE~a	40.82728333259876
2(N01)	NA~a	40.75317656597185
BA	KI	40.749262444999886
GAL~a	PAP~a	40.73389136864553
EN~a	GA2~a1	40.69879858547875
2(N01)	GAN2	40.63031994804472
4(N01)	E2~a	40.447415263753044
ME~a	PAP~a	40.36929703908191
AN	SANGA~a	40.26557042672361
1(N08)	U4	40.24205382140076
5(N01)	5(N14)	40.23607400173232
1(N01)	GESZTU~b	40.233354861001224
2(N14)	E2~a	40.23032431290244
DU	NUN~a	40.22504427908513
3(N57)	SI	40.213481376953496
5(N01)	ME~a	40.10099225922776
1(N01)	ZATU752	40.067796137884066
2(N01)	TAK4~a	40.02762301875389
2(N01)	NUN~b	39.96744443522534
DUG~a	EN~a	39.959283552086184
BA	PAP~a	39.956841619498526
2(N01)	HI@g~a	39.92706422241949
3(N57)	TUR	39.91121796113856
ME~a	SAL	39.80495915046131
1(N01)	USZ~a	39.76505959314368
1(N01)	NIMGIR	39.7602716889605
A	GISZ	39.69693146575337
3(N01)	NE~a	39.67479384262489
1(N01)	2(N34)	39.62928465962715
