sign1	sign2	closeness
1(N14)	GISZ	  54.11
1(N01)	TUN3~a	  54.11
1(N01)	U2~a	  54.10
2(N01)	PIRIG~b1	  53.99
4(N01)	SAG	  53.87
A	NI~a	  53.86
2(N01)	NA~a	  53.84
1(N14)	GA2~a1	  53.83
1(N57)	DUG~c	  53.82
EN~a	NAGA~a	  53.80
5(N01)	TUR	  53.77
GAL~a	KI	  53.72
A	NAM2	  53.66
GAL~a	SUKKAL	  53.60
4(N01)	HI	  53.60
SAG	U4	  53.57
1(N01)	LA2	  53.56
KI	SI	  53.50
MASZ2	UD5~a	  53.49
NI~a	SZE~a	  53.48
3(N57)	KU6~a	  53.48
1(N34)	GAR	  53.44
2(N01)	KU3~a	  53.43
4(N01)	ME~a	  53.40
AN	NE~a	  53.38
1(N14)	LAGAB~b	  53.35
1(N14)	HI@g~a	  53.31
1(N45)	3(N14)	  53.31
1(N45)	EN~a	  53.28
AN	GA~a	  53.23
BU~a	UDU~a	  53.18
1(N01)	HASZHUR	  53.18
4(N14)	BA	  53.18
3(N57)	PA~a	  53.15
4(N14)	AN	  53.09
ERIN	GAL~a	  53.06
2(N34)	4(N14)	  53.05
EN~a	TAK4~a	  53.00
1(N01)	IM~a	  52.99
2(N01)	U2~b	  52.97
1(N34)	SAL	  52.94
2(N14)	TUR	  52.93
3(N14)	SANGA~a	  52.93
PA~a	SZU	  52.87
DU	SAG	  52.87
4(N14)	UDU~a	  52.86
NAM2	SZU	  52.84
1(N34)	BU~a	  52.83
A	SAG	  52.80
7(N01)	BA	  52.79
U8	UD5~a	  52.79
3(N01)	U8	  52.74
BU~a	MUSZEN	  52.74
NUN~a	SAG	  52.71
1(N57)	8(N01)	  52.69
APIN~a	SZE~a	  52.69
1(N01)	GIR3~c	  52.67
5(N01)	U8	  52.66
3(N57)	SU~a	  52.66
3(N01)	GAR	  52.65
1(N34)	E2~a	  52.65
2(N14)	NI~a	  52.64
GU7	U4	  52.61
A	HI	  52.60
1(N57)	A	  52.59
3(N57)	UDU~a	  52.57
AB~a	SZU	  52.49
ME~a	SI	  52.44
NE~a	PAP~a	  52.39
6(N01)	SZE~a	  52.38
2(N34)	4(N01)	  52.38
3(N14)	3(N57)	  52.36
TUR	U4	  52.32
E2~a	SAG	  52.32
EN~a	U2~b	  52.25
AB~a	PA~a	  52.22
AB~a	NUN~a	  52.19
1(N08)	1(N14)	  52.18
IB~a	SANGA~a	  52.18
2(N01)	LAGAB~b	  52.15
SAG	SANGA~a	  52.04
3(N01)	E2~b	  51.92
KU6~a	U4	  51.88
GAR	SZE~a	  51.72
2(N39~a)	SZE~a	  51.69
3(N01)	TUG2~a	  51.67
5(N14)	6(N01)	  51.66
8(N01)	U4	  51.66
7(N01)	8(N01)	  51.65
BU~a	SAG	  51.60
2(N01)	SUHUR	  51.57
1(N01)	UTUA~a	  51.57
5(N01)	KI	  51.55
2(N01)	GAN2	  51.54
2(N01)	NUN~b	  51.53
3(N57)	MUSZEN	  51.52
2(N01)	KASZ~c	  51.52
BA	SAG	  51.51
1(N57)	4(N14)	  51.48
E2~a	TUR	  51.46
1(N14)	TUG2~a	  51.45
EN~a	ERIM~a	  51.44
ME~a	PA~a	  51.44
1(N01)	SUG5	  51.38
SANGA~a	SI	  51.37
GAL~a	UDU~a	  51.34
2(N01)	SILA3~a	  51.31
2(N01)	ZATU659	  51.30
1(N01)	ISZ~b	  51.29
1(N01)	1(N04)	  51.28
PAP~a	SZUBUR	  51.21
KU6~a	ME~a	  51.17
4(N01)	GAR	  51.15
GI	NE~a	  51.14
KISAL~b1	SZE~a	  51.14
DU	PA~a	  51.12
KI	NUN~a	  51.08
BA	HI	  50.95
3(N01)	MASZ2	  50.94
1(N14)	SZE3	  50.93
5(N01)	MASZ	  50.88
DU	SI	  50.86
1(N57)	2(N57)	  50.82
E2~b	EN~a	  50.82
4(N01)	TUR	  50.80
5(N14)	BA	  50.79
2(N14)	TE	  50.75
1(N01)	UKKIN~a	  50.74
1(N14)	1(N39~a)	  50.73
3(N01)	AB2	  50.73
1(N34)	NUN~a	  50.71
1(N14)	ERIM~a	  50.62
ME~a	NAM2	  50.52
3(N14)	NAM2	  50.46
GAL~a	TUR3~a	  50.46
3(N14)	KU6~a	  50.44
5(N01)	DUG~a	  50.44
GI	KU6~a	  50.39
NAM2	TE	  50.36
1(N34)	3(N57)	  50.36
3(N01)	GU7	  50.36
3(N01)	UDUNITA~a	  50.34
1(N01)	BAD~a	  50.32
1(N34)	DU	  50.31
GAL~a	HI	  50.29
A	KU6~a	  50.21
6(N01)	PAP~a	  50.20
RAD~a	SZE~a	  50.19
2(N01)	KISZ	  50.11
PAP~a	UDU~a	  50.01
3(N01)	GISZ	  50.01
3(N57)	ME~a	  49.96
7(N01)	GI	  49.92
4(N14)	GI	  49.87
1(N01)	1(N45)	  49.85
PAP~a	SU~a	  49.80
1(N01)	EZEN~b	  49.76
GI	MUSZEN	  49.70
EN~a	PIRIG~b1	  49.68
A	MUSZEN	  49.67
1(N14)	NA~a	  49.65
BA	KU6~a	  49.65
AN	BAR	  49.56
AB2	EN~a	  49.51
SAL	SI	  49.49
MASZ	UDU~a	  49.46
6(N01)	SZU	  49.43
DU	ME~a	  49.41
KI	ME~a	  49.38
1(N57)	SZU2	  49.36
A	U2~b	  49.35
1(N57)	KI	  49.33
3(N01)	APIN~a	  49.31
1(N57)	ME~a	  49.22
7(N01)	AN	  49.18
1(N14)	E2~b	  49.17
1(N24)	2(N14)	  49.16
2(N14)	DUG~a	  49.14
1(N14)	UNUG~a	  49.13
1(N01)	MUD	  49.10
4(N01)	RU	  49.10
1(N01)	SAR~a	  49.09
2(N01)	TUR3~a	  49.06
5(N01)	KUR~a	  48.93
1(N34)	PA~a	  48.93
1(N04)	SZE~a	  48.90
HASZHUR	MA	  48.90
GAN2	SZE~a	  48.90
3(N57)	TE	  48.86
3(N01)	DUG~a	  48.85
1(N01)	NIMGIR	  48.84
4(N01)	MASZ	  48.77
1(N57)	7(N01)	  48.73
3(N57)	NI~a	  48.70
A	GISZ	  48.66
SAL	TE	  48.63
2(N01)	SZE3	  48.63
AN	MAR~a	  48.62
3(N57)	SAG	  48.62
EN~a	ZATU753	  48.62
1(N01)	UR~a	  48.60
1(N01)	SIG	  48.60
BU~a	DU6~a	  48.59
DU	NAM2	  48.59
1(N01)	NI~b	  48.58
E2~a	PA~a	  48.52
1(N14)	KU3~a	  48.50
GAL~a	SZUBUR	  48.50
1(N14)	GAN2	  48.49
GI	TUR	  48.47
3(N01)	SU~a	  48.47
BU~a	RU	  48.46
EN~a	GU7	  48.43
2(N01)	MAR~a	  48.38
EN~a	NUNUZ~a1	  48.37
1(N14)	DUG~b	  48.34
1(N01)	NIN	  48.30
GAL~a	UMUN2	  48.30
2(N57)	3(N01)	  48.29
3(N14)	KI	  48.29
3(N01)	KU3~a	  48.27
5(N01)	UDUNITA~a	  48.26
SAL	SZU2	  48.23
AN	SZITA~a1	  48.23
GI	ME~a	  48.22
2(N14)	RU	  48.14
4(N01)	SZUBUR	  48.14
PA~a	SANGA~a	  48.14
A	TAK4~a	  48.11
1(N01)	KU~b1	  48.10
2(N14)	GAN2	  48.08
2(N01)	SZA	  48.06
E2~a	MUSZEN	  48.02
EN~a	MASZ	  48.02
EN~a	UB	  48.00
AN	NUNUZ~a1	  47.95
3(N14)	SZU2	  47.92
1(N57)	DU	  47.91
1(N57)	AB~a	  47.89
5(N01)	SZUBUR	  47.88
DU	KU6~a	  47.79
1(N01)	USZ~a	  47.78
HI	KI	  47.78
1(N24)	4(N01)	  47.73
AN	IB~a	  47.70
1(N57)	GAL~a	  47.66
3(N57)	RU	  47.61
1(N14)	UB	  47.59
4(N14)	PAP~a	  47.59
1(N57)	PA~a	  47.59
1(N57)	SANGA~a	  47.57
2(N01)	UB	  47.56
1(N01)	AMA~a	  47.53
HI	SANGA~a	  47.52
5(N14)	U4	  47.50
1(N57)	KU6~a	  47.50
BA	NI~a	  47.48
2(N01)	URU~a1	  47.41
GA~a	NUN~a	  47.40
KISAL~b1	PAP~a	  47.33
6(N01)	NUN~a	  47.25
KU6~a	SI	  47.24
5(N01)	SUHUR	  47.17
1(N34)	A	  47.16
5(N01)	MUSZ3~a	  47.12
MASZ2	UDU~a	  47.10
4(N14)	SAL	  47.09
KU6~a	RAD~a	  47.09
3(N01)	ZATU753	  47.08
3(N14)	9(N01)	  47.06
NAM2	UDU~a	  47.03
2(N57)	SZU	  47.00
AN	N	  47.00
9(N01)	EN~a	  46.92
GAL~a	SI	  46.92
1(N34)	1(N45)	  46.92
1(N01)	DUR2	  46.90
1(N01)	SZAB~a	  46.89
1(N14)	N	  46.83
6(N14)	SZE~a	  46.82
5(N01)	IB~a	  46.79
BA	SI	  46.77
3(N57)	4(N14)	  46.73
UDUNITA~a	UDU~a	  46.71
8(N01)	AN	  46.70
1(N58)	GAL~a	  46.69
GI	NI~a	  46.67
SZE~a	TUR	  46.65
EN~a	GAR	  46.60
4(N14)	GAL~a	  46.59
MUSZEN	SZE~a	  46.54
1(N57)	TUR	  46.52
AB~a	BA	  46.50
6(N01)	BU~a	  46.49
2(N14)	3(N34)	  46.47
NI~a	UDU~a	  46.44
AN	E2~b	  46.37
SZE~a	URU~a1	  46.36
6(N01)	A	  46.34
3(N14)	NUN~a	  46.33
3(N14)	BAR	  46.25
A	RU	  46.19
2(N57)	3(N57)	  46.19
1(N01)	KA~a	  46.18
EN~a	MAR~a	  46.17
1(N14)	ZATU753	  46.16
AB~a	PAP~a	  46.14
4(N01)	U8	  46.08
EN~a	KASZ~c	  46.08
3(N01)	KISAL~b1	  46.05
A	NE~a	  46.02
2(N14)	U8	  45.97
3(N01)	MUSZ3~a	  45.90
2(N01)	AMAR	  45.87
EN~a	SZE3	  45.87
1(N14)	ZATU659	  45.77
KI	TAK4~a	  45.77
KISAL~b1	KU6~a	  45.73
AN	UNUG~a	  45.70
3(N57)	6(N01)	  45.69
NUN~a	TUR	  45.64
5(N14)	PAP~a	  45.60
SANGA~a	TUR	  45.59
BA	ME~a	  45.56
EN~a	TUR3~a	  45.54
DA~a	GI	  45.47
2(N01)	DUG~b	  45.36
1(N01)	HAL	  45.28
AN	GU7	  45.26
1(N14)	KISZ	  45.25
NUN~a	SI	  45.24
1(N01)	KASKAL	  45.19
NAM2	SZUBUR	  45.14
KI	NAM2	  45.14
5(N01)	NE~a	  45.13
4(N01)	SZITA~a1	  45.12
E2~a	KU6~a	  45.09
MUSZEN	SAL	  45.08
SANGA~a	UDU~a	  45.07
KI	PA~a	  45.04
3(N01)	RAD~a	  45.01
GI	RU	  45.00
GI	NAM2	  45.00
EN~a	NA~a	  44.96
AB2	U4	  44.95
1(N01)	GESZTU~b	  44.93
2(N01)	DUB~a	  44.90
2(N01)	LAGAB~a	  44.87
9(N01)	BA	  44.79
AB2	SZE~a	  44.79
5(N01)	GA~a	  44.74
4(N01)	DUG~a	  44.71
1(N01)	KASZ~a	  44.70
AMAR	EN~a	  44.66
5(N14)	GI	  44.62
6(N01)	9(N01)	  44.58
1(N14)	SZA	  44.53
RU	SZE~a	  44.48
3(N14)	GAR	  44.43
IB~a	PAP~a	  44.42
2(N57)	4(N01)	  44.38
E2~a	NAM2	  44.36
1(N14)	DUG~c	  44.35
SZUBUR	U4	  44.34
A	NAR	  44.30
MUSZ3~a	U4	  44.29
7(N01)	9(N01)	  44.28
1(N57)	NUN~a	  44.28
5(N01)	MUSZEN	  44.27
NUN~a	SZU2	  44.27
2(N01)	GU4	  44.24
5(N01)	NI~a	  44.23
1(N01)	NESAG2~a	  44.23
1(N34)	BAR	  44.20
5(N01)	UD5~a	  44.19
AB~a	RU	  44.17
4(N01)	TE	  44.13
2(N14)	MASZ	  44.09
3(N01)	UNUG~a	  44.08
KU3~a	SZE~a	  44.06
1(N45)	2(N45)	  44.05
4(N01)	MUSZEN	  44.02
EN~a	ERIN	  44.00
PA~a	SZUBUR	  43.97
2(N14)	GU7	  43.93
2(N57)	SZE~a	  43.89
PAP~a	RU	  43.89
UD5~a	UDU~a	  43.86
1(N01)	NA2~a	  43.86
2(N57)	PAP~a	  43.86
BAR	SZU	  43.80
GU7	ZATU753	  43.80
BA	DA~a	  43.78
SZE3	UDU~a	  43.77
1(N57)	5(N14)	  43.76
3(N01)	SZE3	  43.76
ME~a	UDU~a	  43.74
RAD~a	SANGA~a	  43.72
4(N14)	PA~a	  43.68
AN	U2~b	  43.68
EN~a	KU3~a	  43.67
1(N04)	EN~a	  43.67
1(N01)	SI4~a	  43.64
LAGAB~b	SZE~a	  43.64
1(N34)	3(N34)	  43.56
DUG~a	GAR	  43.55
1(N08)	EN~a	  43.54
NAM2	SAG	  43.53
1(N57)	NE~a	  43.46
E2~a	NE~a	  43.41
KU6~a	UDU~a	  43.34
AN	NA~a	  43.29
SZU2	ZATU753	  43.27
4(N01)	NE~a	  43.21
6(N01)	SZU2	  43.16
2(N01)	2(N39~a)	  43.16
3(N57)	SZUBUR	  43.15
3(N01)	LAGAB~b	  43.14
3(N01)	NA~a	  43.13
8(N01)	GI	  43.12
GI	SZUBUR	  43.12
MUSZEN	TUR	  43.12
1(N34)	NAM2	  43.12
SZU2	U4	  43.00
BAR	SZE~a	  42.98
SAG	SI	  42.96
HI@g~a	SZE~a	  42.96
NI~a	U4	  42.90
1(N14)	NUN~b	  42.90
4(N01)	KUR~a	  42.88
GAR	U4	  42.86
GA~a	GU7	  42.84
APIN~a	GAL~a	  42.84
7(N01)	U4	  42.82
1(N14)	U2~b	  42.80
2(N14)	UDUNITA~a	  42.75
SZU2	UDU~a	  42.75
5(N14)	SAL	  42.73
GAL~a	KISAL~b1	  42.71
1(N57)	NI~a	  42.68
BA	IB~a	  42.68
GA~a	PAP~a	  42.68
2(N01)	UTUA~a	  42.68
GAL~a	SZAB~a	  42.67
AN	PIRIG~b1	  42.67
HI	SI	  42.66
1(N08)	U4	  42.63
BAR	PA~a	  42.62
4(N01)	UDUNITA~a	  42.61
1(N45)	2(N01)	  42.60
SAL	SZUBUR	  42.60
AB~a	NAM2	  42.53
1(N14)	TUR3~a	  42.53
DU	TUR	  42.53
UD5~a	UDUNITA~a	  42.50
APIN~a	NAM2	  42.48
3(N01)	TAK4~a	  42.47
BAR	PAP~a	  42.46
5(N14)	AN	  42.44
ME~a	SZU2	  42.43
2(N01)	DI	  42.37
E2~b	PAP~a	  42.32
MUSZ3~a	SANGA~a	  42.32
GAL~a	URU~a1	  42.28
DI	EN~a	  42.28
5(N01)	RU	  42.20
2(N01)	GIR3~c	  42.19
4(N14)	SANGA~a	  42.16
1(N14)	PIRIG~b1	  42.16
BU~a	KISAL~b1	  42.08
E2~a	TE	  42.08
MASZ2	UDUNITA~a	  42.07
1(N14)	TAK4~a	  42.06
DU	GA~a	  42.04
3(N57)	NUNUZ~a1	  42.03
3(N14)	AB~a	  42.03
DU	HI	  42.02
4(N01)	GU7	  42.00
NI~a	SAL	  41.98
2(N14)	SZITA~a1	  41.97
1(N57)	DUG~b	  41.97
GAL~a	RAD~a	  41.85
2(N01)	GUG2	  41.84
1(N14)	NUNUZ~a1	  41.78
1(N24)	U4	  41.72
4(N01)	DA~a	  41.71
AB~a	NI~a	  41.68
1(N58)	2(N01)	  41.68
RAD~a	SAL	  41.67
NAM2	SI	  41.65
1(N01)	AB~b	  41.65
BAR	NAM2	  41.64
GAL~a	SZA	  41.64
ME~a	SAG	  41.63
6(N01)	E2~a	  41.57
MUSZ3~a	SAL	  41.54
4(N14)	BU~a	  41.53
2(N14)	LAGAB~b	  41.52
6(N01)	SANGA~a	  41.51
KI	SAG	  41.49
2(N01)	ZATU752	  41.48
1(N01)	GU	  41.46
EN~a	KAB	  41.44
3(N14)	3(N34)	  41.40
3(N14)	SAG	  41.36
E2~a	GU7	  41.31
1(N01)	NINDA2	  41.30
PAP~a	PIRIG~b1	  41.29
A	DA~a	  41.26
GA~a	SZE~a	  41.24
6(N01)	SI	  41.23
3(N01)	ZATU659	  41.22
E2~a	SZUBUR	  41.20
NAM2	URU~a1	  41.16
A	SZUBUR	  41.16
GI	NA~a	  41.15
3(N57)	NE~a	  41.14
1(N34)	KU6~a	  41.14
SI	TE	  41.14
GA~a	U4	  41.12
1(N08)	3(N01)	  41.10
1(N57)	SI	  41.04
1(N01)	SZAGAN	  41.03
5(N01)	AB2	  41.03
9(N01)	UDU~a	  41.01
5(N01)	ZATU753	  40.97
2(N14)	RAD~a	  40.95
E2~a	UDU~a	  40.91
1(N14)	MA	  40.91
GISZ	PAP~a	  40.87
A	TUR	  40.84
3(N14)	HI	  40.83
NE~a	SAL	  40.81
BAR	GI	  40.74
1(N01)	ZATU651	  40.72
1(N45)	4(N01)	  40.71
1(N14)	1(N58)	  40.65
HI	UDU~a	  40.62
IB~a	SZE~a	  40.59
2(N14)	KUR~a	  40.59
AN	ERIM~a	  40.58
1(N14)	UTUA~a	  40.49
1(N14)	2(N45)	  40.46
NE~a	SZU	  40.45
4(N01)	UD5~a	  40.43
KU6~a	SAG	  40.43
PAP~a	SZU2	  40.42
1(N14)	DUB~a	  40.42
1(N34)	SZU2	  40.39
GI	SZU2	  40.38
SANGA~a	TUR3~a	  40.37
AB2	GI	  40.33
8(N14)	SZE~a	  40.33
3(N01)	NUNUZ~a1	  40.33
3(N01)	GAN2	  40.32
KU3~a	SANGA~a	  40.29
BU~a	GISZ	  40.28
1(N01)	GIBIL	  40.26
NI~a	PAP~a	  40.24
1(N46)	SZE~a	  40.22
1(N01)	ABGAL	  40.22
A	AB~a	  40.21
AB~a	TE	  40.21
DU	SZUBUR	  40.18
BA	TE	  40.13
2(N14)	UD5~a	  40.05
5(N01)	TUG2~a	  40.03
5(N01)	RAD~a	  40.02
1(N14)	AMAR	  40.01
BA	NE~a	  39.99
A	BAR	  39.99
DU	UDU~a	  39.94
HI	KU6~a	  39.91
HI	TUR	  39.87
GAL~a	KU3~a	  39.85
2(N01)	U2~a	  39.85
1(N14)	URU~a1	  39.80
GIBIL	U4	  39.79
1(N01)	AK~a	  39.76
BA	RU	  39.76
4(N14)	NAM2	  39.74
NUN~a	TE	  39.74
E2~a	TAK4~a	  39.74
PA~a	SI	  39.74
3(N01)	MA	  39.71
BU~a	E2~b	  39.70
2(N34)	EN~a	  39.68
1(N45)	4(N14)	  39.68
6(N01)	PA~a	  39.63
SZU	SZU2	  39.63
SZU	SZUBUR	  39.61
AN	GISZ	  39.54
1(N14)	4(N34)	  39.54
5(N01)	SU~a	  39.51
AB~a	SI	  39.50
5(N01)	UNUG~a	  39.49
5(N01)	GA2~a1	  39.47
3(N57)	MUSZ3~a	  39.47
6(N01)	ME~a	  39.47
3(N01)	URU~a1	  39.39
1(N34)	SAG	  39.34
2(N14)	KISAL~b1	  39.34
AN	NAGA~a	  39.34
U8	UDU~a	  39.33
2(N01)	AL	  39.30
GI	GISZ	  39.30
4(N14)	A	  39.30
NUNUZ~a1	SZE~a	  39.28
SZE~a	SZITA~a1	  39.23
KI	UDU~a	  39.21
2(N14)	DA~a	  39.20
5(N01)	DA~a	  39.19
8(N01)	SAL	  39.18
6(N01)	BAR	  39.15
EN~a	SUKKAL	  39.13
E2~a	SU~a	  39.12
PA~a	SAG	  39.09
AB~a	MUSZ3~a	  39.09
KI	NI~a	  39.08
BU~a	DA~a	  39.05
NAM2	SZITA~a1	  39.04
IB~a	SAL	  38.99
1(N39~a)	3(N01)	  38.99
3(N39~a)	SZE~a	  38.92
3(N01)	DUG~c	  38.92
KU6~a	MUSZEN	  38.91
2(N14)	NE~a	  38.91
SU~a	U4	  38.89
1(N24)	5(N01)	  38.88
5(N14)	8(N01)	  38.88
BU~a	URU~a1	  38.88
DA~a	SZE~a	  38.87
BU~a	NE~a	  38.85
3(N01)	ERIM~a	  38.83
1(N14)	GUG2	  38.82
AB~a	DU	  38.81
2(N57)	E2~a	  38.81
AN	GAR	  38.77
1(N57)	MUSZEN	  38.74
GI	TE	  38.74
1(N14)	MAR~a	  38.71
5(N01)	MA	  38.69
3(N01)	PIRIG~b1	  38.69
GISZ	SAL	  38.66
KU6~a	NAM2	  38.64
SZE~a	TUR3~a	  38.62
3(N01)	U2~b	  38.60
AN	RAD~a	  38.59
AN	GAN2	  38.57
DUB~a	SANGA~a	  38.57
DUG~b	N	  38.55
KUR~a	U4	  38.52
SZUBUR	TE	  38.52
DA~a	PAP~a	  38.51
4(N14)	ME~a	  38.46
PAP~a	RAD~a	  38.44
UD5~a	UTUA~a	  38.41
UDUNITA~a	UTUA~a	  38.38
1(N01)	3(N39~a)	  38.38
DUB~a	EN~a	  38.36
1(N01)	DU6~a	  38.34
7(N01)	SZU	  38.34
IB~a	U4	  38.33
1(N14)	MU	  38.32
2(N14)	MUSZEN	  38.31
E2~a	SZU2	  38.31
PA~a	TE	  38.30
1(N34)	1(N51)	  38.27
1(N14)	NAGA~a	  38.27
5(N01)	GU7	  38.23
AB~a	SZITA~a1	  38.23
DA~a	PA~a	  38.23
BAR	E2~a	  38.23
EN~a	UR2	  38.19
4(N14)	E2~a	  38.18
KI	RU	  38.17
AN	SU~a	  38.11
1(N01)	ZAG~a	  38.11
2(N34)	5(N14)	  38.11
5(N14)	NAM2	  38.10
RU	U4	  38.09
PA~a	URU~a1	  38.06
SAG	U2~b	  38.05
RU	SZU	  38.05
2(N14)	MUSZ3~a	  38.05
NUN~a	UDU~a	  38.04
SANGA~a	SZITA~a1	  38.01
E2~a	NI~a	  37.95
2(N14)	SUHUR	  37.95
1(N14)	2(N39~a)	  37.94
MUSZ3~a	SZE~a	  37.91
3(N57)	E2~b	  37.91
A	NA~a	  37.90
DA~a	SZU	  37.89
2(N14)	ERIM~a	  37.89
NA~a	PAP~a	  37.88
GISZ	HI	  37.84
2(N14)	SZUBUR	  37.78
APIN~a	GI	  37.73
2(N14)	SU~a	  37.73
KISAL~b1	SI	  37.72
E2~a	PIRIG~b1	  37.72
BA	TUR	  37.71
E2~a	GISZ	  37.67
AB~a	APIN~a	  37.65
1(N19)	SZE~a	  37.65
5(N14)	GAN2	  37.63
1(N57)	RAD~a	  37.63
SANGA~a	SZUBUR	  37.62
2(N57)	SAL	  37.61
SAL	SU~a	  37.60
EN~a	MA	  37.60
NAGA~a	U4	  37.58
A	SZU2	  37.58
ME~a	RAD~a	  37.58
1(N14)	SILA3~a	  37.57
GU7	SANGA~a	  37.56
2(N19)	SZE~a	  37.55
KI	TUR	  37.51
DUG~c	EN~a	  37.50
SZE~a	SZU2	  37.49
DU	MUSZEN	  37.46
7(N14)	SZE~a	  37.43
3(N57)	BAR	  37.42
AB~b	EN~a	  37.41
1(N34)	ME~a	  37.38
A	KU3~a	  37.36
KU6~a	PA~a	  37.35
1(N24)	GAR	  37.34
4(N01)	GA~a	  37.34
3(N14)	SI	  37.34
1(N02)	2(N01)	  37.31
5(N14)	PA~a	  37.31
5(N01)	MASZ2	  37.30
1(N25)	1(N42~a)	  37.28
PIRIG~b1	SAL	  37.28
3(N57)	SZU2	  37.28
ME~a	SZUBUR	  37.25
1(N24)	3(N39~a)	  37.24
1(N01)	3(N34)	  37.23
3(N01)	MAR~a	  37.19
AB~a	SAG	  37.19
NI~a	SZU	  37.18
4(N01)	HI@g~a	  37.16
1(N57)	SU~a	  37.13
GA~a	IB~a	  37.12
GISZ	U4	  37.11
E2~b	SZE~a	  37.11
7(N01)	PAP~a	  37.10
ERIN	NAM2	  37.10
1(N34)	SUHUR	  37.09
SI	TUR	  37.01
1(N01)	2(N02)	  36.97
BAR	GAL~a	  36.95
GAL~a	NI~a	  36.95
2(N34)	6(N01)	  36.95
7(N01)	SZE~a	  36.92
HI	SAG	  36.91
3(N01)	HI@g~a	  36.91
AN	KASZ~c	  36.88
6(N01)	NAM2	  36.86
2(N01)	NAR	  36.86
HI	ME~a	  36.84
GI	SZE3	  36.82
BU~a	NA~a	  36.76
N	SANGA~a	  36.75
3(N01)	GA2~a1	  36.74
8(N01)	9(N01)	  36.73
EN~a	ZATU659	  36.73
8(N01)	SZU2	  36.71
AN	KUR~a	  36.69
E2~a	GA~a	  36.68
7(N01)	SAL	  36.66
GISZ	SZU	  36.66
KI	SZUBUR	  36.64
BU~a	MUSZ3~a	  36.62
1(N34)	HI	  36.62
1(N57)	IB~a	  36.57
KISAL~b1	SANGA~a	  36.57
1(N04)	2(N01)	  36.50
GAL~a	GAR	  36.47
DU	TE	  36.45
2(N14)	2(N45)	  36.42
AB~a	KI	  36.41
DU	NE~a	  36.41
2(N01)	SIG2~b	  36.40
8(N01)	SZU	  36.39
BU~a	TUR3~a	  36.38
3(N57)	8(N01)	  36.37
2(N01)	GADA~a	  36.36
1(N14)	ZATU752	  36.35
1(N57)	SAG	  36.33
ME~a	TUR	  36.33
SZITA~a1	U4	  36.31
GAL~a	KU6~a	  36.28
DUG~a	SZE~a	  36.25
4(N14)	NUN~a	  36.22
A	MASZ	  36.21
SZU	TE	  36.20
DA~a	SAL	  36.19
E2~a	MUSZ3~a	  36.18
DU	E2~b	  36.15
SANGA~a	UMUN2	  36.09
GAL~a	GISZ	  36.09
2(N01)	SZA3~a1	  36.08
3(N14)	DUG~a	  36.08
1(N01)	GIR3@g~b	  36.06
1(N14)	GIR3~c	  36.05
2(N01)	LA2	  36.04
TE	U4	  36.03
5(N14)	UDU~a	  36.02
5(N01)	TE	  36.00
DA~a	DU	  35.98
BAD~a	GAL~a	  35.96
MUSZEN	SZU	  35.96
2(N01)	AB~b	  35.95
8(N01)	SZE~a	  35.95
1(N24)	HI@g~a	  35.93
SZE~a	UB	  35.92
3(N01)	3(N34)	  35.88
1(N34)	AB~a	  35.85
KU6~a	SANGA~a	  35.84
EN~a	KISZ	  35.78
MUSZEN	NA~a	  35.76
BA	KU3~a	  35.75
GA~a	NAM2	  35.73
5(N01)	DUG~c	  35.73
ME~a	NI~a	  35.73
3(N01)	GIR3~c	  35.72
7(N01)	BAR	  35.65
NUNUZ~a1	SAL	  35.64
NUN~a	SU~a	  35.63
4(N01)	NUNUZ~a1	  35.62
1(N01)	5(N57)	  35.59
4(N01)	IB~a	  35.58
2(N01)	KASZ~b	  35.58
EN~a	SZA3~a1	  35.56
2(N57)	AN	  35.54
IB~a	NUN~a	  35.53
GI	GU7	  35.52
5(N14)	SZU	  35.49
2(N34)	SZE~a	  35.46
2(N45)	5(N14)	  35.45
SAR~a	SZE~a	  35.44
APIN~a	PAP~a	  35.43
3(N14)	GAN2	  35.42
1(N14)	GU4	  35.41
2(N14)	APIN~a	  35.40
DU	NI~a	  35.35
2(N14)	2(N57)	  35.33
3(N01)	DI	  35.31
BA	MUSZEN	  35.28
ERIN	SANGA~a	  35.26
GISZ	SZU2~a	  35.26
NUN~a	SZITA~a1	  35.26
9(N01)	GI	  35.26
AN	SZA3~a1	  35.25
EN~a	MU	  35.24
2(N01)	KASZ~a	  35.23
SAL	UNUG~a	  35.22
PA~a	TUR	  35.22
ME~a	ZATU753	  35.21
GA~a	GI	  35.20
GI	U2~b	  35.19
BU~a	GA~a	  35.19
KI	KU6~a	  35.18
4(N14)	KI	  35.17
1(N57)	TE	  35.17
N	NAM2	  35.16
AB~a	UDU~a	  35.15
AB~a	KU6~a	  35.11
3(N57)	GA~a	  35.10
3(N14)	4(N34)	  35.08
RAD~a	UDU~a	  35.08
DA~a	U4	  35.04
5(N14)	BU~a	  35.02
4(N01)	AB2	  34.97
3(N14)	NI~a	  34.95
AL	EN~a	  34.94
3(N01)	TUR3~a	  34.94
HI	TE	  34.93
1(N04)	3(N01)	  34.92
EN~a	ZATU651	  34.90
MUD	NUN~a	  34.89
8(N01)	PAP~a	  34.88
2(N01)	3(N34)	  34.87
GISZ	SZE~a	  34.87
1(N01)	ZATU647	  34.87
EN~a	N	  34.86
2(N14)	GISZ	  34.86
