sign1	sign2	closeness
BAN~b	SUKKAL	   5.59
KASZ~a	NAR	   5.59
MUSZEN	USZ~a	   5.58
3(N01)	USZ~a	   5.58
IM~a	SZU2	   5.58
AN	NAM2	   5.57
GAL~a	MUSZEN	   5.57
4(N14)	PA~a	   5.57
IM~a	MUSZEN	   5.57
MUSZEN	SZA	   5.56
3(N01)	SZUBUR	   5.56
SZA	SZU2	   5.56
URU~a1	USZ~a	   5.56
SUKKAL	ZATU759	   5.56
3(N01)	GAL~a	   5.54
SZUBUR	URU~a1	   5.54
LAL2~a	MUSZEN	   5.52
DU	SUKKAL	   5.52
3(N01)	IM~a	   5.52
3(N57)	LAL2~a	   5.52
GAL~a	URU~a1	   5.52
MUSZEN	NIM~b2	   5.52
A	SUHUR	   5.50
3(N01)	SZA	   5.49
3(N57)	NIM~b2	   5.49
IM~a	URU~a1	   5.49
KISZ	LAL2~a	   5.49
KI	NAM2	   5.48
KISZ	NIM~b2	   5.47
LAL2~a	NAGA~a	   5.47
SZA	URU~a1	   5.47
DUG~b	MASZ2	   5.46
2(N01)	LAL2~a	   5.45
NAGA~a	NIM~b2	   5.45
SIG2~a1	USZ~a	   5.45
SUKKAL	UR4~a	   5.45
2(N01)	NIM~b2	   5.43
2(N14)	LAL2~a	   5.43
SIG2~a1	SZUBUR	   5.43
6(N01)	PA~a	   5.43
2(N14)	NIM~b2	   5.41
GAL~a	SIG2~a1	   5.41
IM~a	SIG2~a1	   5.39
LAL2~a	SZU2	   5.39
APIN~a	SUKKAL	   5.37
NIM~b2	SZU2	   5.37
SIG2~a1	SZA	   5.37
GIR3~c	PA~a	   5.34
3(N01)	LAL2~a	   5.33
4(N01)	USZ~a	   5.33
DUG~b	SILA3~d	   5.31
3(N01)	NIM~b2	   5.30
4(N01)	SZUBUR	   5.30
LAL2~a	URU~a1	   5.30
4(N01)	GAL~a	   5.28
NIM~b2	URU~a1	   5.28
4(N01)	IM~a	   5.26
3(N14)	A	   5.26
GI	SUKKAL	   5.25
BU~a	NUN~a	   5.25
4(N01)	SZA	   5.24
LAGAB~b	USZ~a	   5.24
DUG~b	NI~a	   5.23
ISZ~a	PA~a	   5.23
NAM2	SAG	   5.22
LAGAB~b	SZUBUR	   5.22
U2~b	USZ~a	   5.22
SZE~a	SZUBUR	   5.21
GAL~a	LAGAB~b	   5.20
LAL2~a	SIG2~a1	   5.20
SZUBUR	U2~b	   5.20
KI@n	NAM2	   5.19
GAL~a	U2~b	   5.18
IM~a	LAGAB~b	   5.18
NIM~b2	SIG2~a1	   5.18
IM~a	U2~b	   5.16
LAGAB~b	SZA	   5.16
RU	USZ~a	   5.16
KASZ~c	NAM2	   5.16
MASZ2	SUHUR	   5.15
IDIGNA	PA~a	   5.14
RU	SZUBUR	   5.13
SZA	U2~b	   5.13
BAN~b	NAM2	   5.12
4(N41)	KU6~a	   5.12
GAL~a	RU	   5.11
IM~a	RU	   5.09
NAM2	ZATU759	   5.09
1(N08)	SUKKAL	   5.09
4(N01)	LAL2~a	   5.07
RU	SZA	   5.07
2(N19)	KU6~a	   5.06
4(N41)	GI4~a	   5.06
DU	NAM2	   5.06
EZINU~d	PA~a	   5.06
4(N01)	NIM~b2	   5.05
AN	PA~a	   5.03
BU~a	NA	   5.02
BU~a	KA~a	   5.01
SILA3~d	SUHUR	   5.00
1(N46)	KU6~a	   5.00
2(N19)	GI4~a	   5.00
4(N41)	NIM~b1	   5.00
NAM2	UR4~a	   4.99
LAGAB~b	LAL2~a	   4.99
1(N01)	2(N57)	   4.99
2(N57)	SZUBUR	   4.99
BU~a	SUKUD@v	   4.97
LAGAB~b	NIM~b2	   4.96
LAL2~a	U2~b	   4.96
1(N57)	2(N57)	   4.96
2(N57)	U4	   4.96
NIM~b2	U2~b	   4.94
KI	PA~a	   4.94
1(N46)	GI4~a	   4.94
2(N19)	NIM~b1	   4.94
APIN~a	NAM2	   4.93
3(N14)	MASZ2	   4.93
NI~a	SUHUR	   4.93
LAL2~a	RU	   4.90
1(N46)	NIM~b1	   4.88
NIM~b2	RU	   4.88
GI	NAM2	   4.87
2(N57)	NIM~b2	   4.86
DUG~b	TE	   4.85
2(N57)	LAL2~a	   4.84
TAR~a	USZ~a	   4.84
2(N57)	EN~a	   4.83
1(N25)	USZ~a	   4.82
SZUBUR	TAR~a	   4.82
1(N25)	SZUBUR	   4.80
1(N42)	USZ~a	   4.80
GAL~a	TAR~a	   4.80
3(N14)	SILA3~d	   4.77
1(N25)	GAL~a	   4.77
1(N42)	SZUBUR	   4.77
IM~a	TAR~a	   4.77
2(N57)	RAD~a	   4.76
1(N25)	IM~a	   4.75
1(N42)	GAL~a	   4.75
SZA	TAR~a	   4.75
1(N25)	SZA	   4.73
1(N42)	IM~a	   4.73
SZE~a	USZ~a	   4.73
2(N57)	SZA	   4.73
PA~a	SAG	   4.71
2(N57)	IM~a	   4.71
1(N42)	SZA	   4.71
KASZ~b	USZ~a	   4.71
GAL~a	SZE~a	   4.71
3(N14)	NI~a	   4.70
2(N57)	GAL~a	   4.70
IM~a	SZE~a	   4.70
KASZ~b	SZUBUR	   4.69
KI@n	PA~a	   4.69
SZA	SZE~a	   4.68
1(N08)	NAM2	   4.67
2(N57)	USZ~a	   4.67
GAL~a	KASZ~b	   4.67
KASZ~c	PA~a	   4.66
4(N41)	HI~a	   4.65
IM~a	KASZ~b	   4.65
BAN~b	PA~a	   4.63
KASZ~b	SZA	   4.63
2(N39~a)	BU~a	   4.62
2(N57)	BU~a	   4.60
PA~a	ZATU759	   4.60
2(N19)	HI~a	   4.60
LAL2~a	SZE~a	   4.59
LAL2~a	TAR~a	   4.58
NIM~b2	SZE~a	   4.58
SUHUR	TE	   4.58
DU	PA~a	   4.57
2(N57)	SZU	   4.57
1(N25)	LAL2~a	   4.56
NIM~b2	TAR~a	   4.56
2(N57)	PA~a	   4.55
1(N46)	HI~a	   4.54
1(N25)	NIM~b2	   4.54
1(N42)	LAL2~a	   4.54
6(N14)	BU~a	   4.54
2(N57)	NAM2	   4.52
1(N42)	NIM~b2	   4.52
PA~a	UR4~a	   4.51
2(N57)	SUKKAL	   4.51
2(N57)	AB~a	   4.50
BU~a	n	   4.49
2(N57)	KU6~a	   4.47
GI	PA~a	   4.46
APIN~a	PA~a	   4.46
KASZ~b	LAL2~a	   4.46
KASZ~b	NIM~b2	   4.43
USZ~a	ZATU694~c	   4.43
KISIM~a	USZ~a	   4.41
SZUBUR	ZATU694~c	   4.41
BU~a	KASZ~a	   4.41
NUN~a	SUKKAL	   4.40
GAL~a	ZATU694~c	   4.39
KISIM~a	SZUBUR	   4.39
2(N57)	A	   4.38
3(N14)	TE	   4.37
GAL~a	KISIM~a	   4.37
IM~a	ZATU694~c	   4.37
2(N57)	NAR	   4.37
2(N57)	3(N39~a)	   4.35
IM~a	KISIM~a	   4.35
SZA	ZATU694~c	   4.35
NA	SUKKAL	   4.33
KISIM~a	SZA	   4.33
3(N39~a)	4(N41)	   4.32
SUKKAL	SUKUD@v	   4.29
DUG~b	KU6~a	   4.29
4(N14)	USZ~a	   4.29
2(N19)	3(N39~a)	   4.27
4(N41)	NAR	   4.27
2(N57)	HI~a	   4.27
4(N14)	SZUBUR	   4.27
2(N57)	SANGA~a	   4.25
4(N14)	GAL~a	   4.24
2(N57)	SAL	   4.24
DUG~b	GI4~a	   4.23
1(N08)	PA~a	   4.23
4(N14)	IM~a	   4.22
2(N57)	NIM~b1	   4.22
1(N46)	3(N39~a)	   4.21
2(N19)	NAR	   4.21
2(N57)	GI4~a	   4.21
4(N14)	SZA	   4.20
KA~a	SUKKAL	   4.20
2(N57)	PAP~a	   4.19
6(N01)	USZ~a	   4.18
LAL2~a	ZATU694~c	   4.18
DUG~b	NIM~b1	   4.17
6(N01)	SZUBUR	   4.16
KISIM~a	LAL2~a	   4.16
NIM~b2	ZATU694~c	   4.16
1(N46)	NAR	   4.16
2(N57)	MUSZEN	   4.14
6(N01)	GAL~a	   4.14
KISIM~a	NIM~b2	   4.14
NAM2	NUN~a	   4.13
2(N57)	TE	   4.12
6(N01)	IM~a	   4.12
GIR3~c	USZ~a	   4.12
6(N01)	SZA	   4.10
GIR3~c	SZUBUR	   4.10
2(N57)	NI~a	   4.09
2(N57)	SILA3~d	   4.08
GAL~a	GIR3~c	   4.07
GI	SZUBUR	   4.06
KU6~a	SUHUR	   4.05
GIR3~c	IM~a	   4.05
2(N57)	MASZ2	   4.05
4(N14)	LAL2~a	   4.03
GIR3~c	SZA	   4.03
ISZ~a	USZ~a	   4.03
4(N14)	NIM~b2	   4.01
ISZ~a	SZUBUR	   4.01
2(N39~a)	SUKKAL	   4.00
GI4~a	SUHUR	   3.99
NA	NAM2	   3.99
1(N14)	2(N57)	   3.99
GAL~a	ISZ~a	   3.99
1(N01)	KAB	   3.99
1(N01)	KU3~a	   3.99
1(N01)	ME~a	   3.99
1(N01)	RAD~a@g	   3.99
1(N01)	ZATU686~a	   3.99
GARA2~a	SILA3~a	   3.99
GARA2~a	SZUBUR	   3.99
KU3~a	SZUBUR	   3.99
ME~a	SILA3~a	   3.99
RAD~a@g	SZUBUR	   3.99
1(N01)	GARA2~a	   3.98
1(N01)	SILA3~a	   3.98
GARA2~a	ME~a	   3.98
KAB	SZUBUR	   3.98
SILA3~a	SZUBUR	   3.98
SZUBUR	ZATU686~a	   3.98
2(N57)	TUN3~a	   3.98
IDIGNA	USZ~a	   3.97
IM~a	ISZ~a	   3.97
GARA2~a	RAD~a@g	   3.97
KAB	ME~a	   3.97
KAB	U4	   3.97
KU3~a	RAD~a@g	   3.97
KU3~a	ZATU686~a	   3.97
ME~a	SZUBUR	   3.97
2(N57)	DILMUN	   3.96
NAM2	SUKUD@v	   3.96
KAB	SILA3~a	   3.96
RAD~a@g	SILA3~a	   3.96
KA~a	NAM2	   3.95
IDIGNA	SZUBUR	   3.95
ISZ~a	SZA	   3.95
GARA2~a	KAB	   3.94
ME~a	RAD~a@g	   3.94
NIM~b1	SUHUR	   3.93
2(N57)	KAB	   3.93
GARA2~a	KU3~a	   3.93
ME~a	U4	   3.93
RAD~a@g	ZATU686~a	   3.93
6(N14)	SUKKAL	   3.93
6(N01)	LAL2~a	   3.93
GAL~a	IDIGNA	   3.93
KU3~a	SILA3~a	   3.92
SILA3~a	U4	   3.92
GARA2~a	U4	   3.91
KAB	RAD~a@g	   3.91
KU3~a	ME~a	   3.91
2(N57)	N	   3.90
6(N01)	NIM~b2	   3.90
EZINU~d	USZ~a	   3.90
IDIGNA	IM~a	   3.90
1(N57)	KAB	   3.90
2(N57)	ME~a	   3.90
GARA2~a	ZATU686~a	   3.90
SUKKAL	n	   3.90
2(N57)	SILA3~a	   3.89
SILA3~a	ZATU686~a	   3.89
AN	USZ~a	   3.88
EZINU~d	SZUBUR	   3.88
IDIGNA	SZA	   3.88
DUG~b	HI~a	   3.88
2(N57)	GARA2~a	   3.88
KAB	KU3~a	   3.88
ME~a	ZATU686~a	   3.88
RAD~a@g	U4	   3.88
3(N14)	KU6~a	   3.88
1(N57)	ME~a	   3.87
AN	SZUBUR	   3.86
EZINU~d	GAL~a	   3.86
GIR3~c	LAL2~a	   3.86
1(N57)	SILA3~a	   3.86
NUN~a	PA~a	   3.85
1(N57)	GARA2~a	   3.84
2(N57)	RAD~a@g	   3.84
KAB	ZATU686~a	   3.84
KU3~a	U4	   3.84
AN	GAL~a	   3.84
EZINU~d	IM~a	   3.84
GIR3~c	NIM~b2	   3.84
2(N57)	3(N57)	   3.83
KASZ~a	SUKKAL	   3.82
KAB	NIM~b2	   3.82
AN	IM~a	   3.82
EZINU~d	SZA	   3.82
KI	USZ~a	   3.82
2(N57)	KISZ	   3.82
BU~a	ZATU686~a	   3.82
3(N14)	GI4~a	   3.82
1(N57)	RAD~a@g	   3.81
2(N57)	KU3~a	   3.81
KAB	LAL2~a	   3.81
U4	ZATU686~a	   3.81
2(N57)	NAGA~a	   3.80
BU~a	KU3~a	   3.80
EN~a	KAB	   3.80
AN	SZA	   3.80
KI	SZUBUR	   3.80
2(N01)	2(N57)	   3.79
ME~a	NIM~b2	   3.79
BU~a	RAD~a@g	   3.79
1(N57)	KU3~a	   3.78
2(N57)	ZATU686~a	   3.78
LAL2~a	ME~a	   3.78
NIM~b2	SILA3~a	   3.78
GAL~a	KI	   3.78
ISZ~a	LAL2~a	   3.78
2(N14)	2(N57)	   3.78
BU~a	GARA2~a	   3.77
BU~a	SILA3~a	   3.77
EN~a	ME~a	   3.77
GARA2~a	NIM~b2	   3.77
LAL2~a	SILA3~a	   3.77
BU~a	ME~a	   3.76
3(N14)	NIM~b1	   3.76
IM~a	KI	   3.76
ISZ~a	NIM~b2	   3.76
EN~a	SILA3~a	   3.76
GARA2~a	LAL2~a	   3.76
BU~a	KAB	   3.75
2(N57)	SZU2	   3.75
1(N57)	ZATU686~a	   3.74
EN~a	GARA2~a	   3.74
KAB	RAD~a	   3.74
KI	SZA	   3.74
NIM~b2	RAD~a@g	   3.73
KAB	SZA	   3.72
LAL2~a	RAD~a@g	   3.72
IDIGNA	LAL2~a	   3.71
EN~a	RAD~a@g	   3.71
IM~a	KAB	   3.71
ME~a	RAD~a	   3.71
2(N57)	3(N01)	   3.70
2(N39~a)	NAM2	   3.70
GAL~a	KAB	   3.70
KU3~a	NIM~b2	   3.70
RAD~a	SILA3~a	   3.70
IDIGNA	NIM~b2	   3.69
GARA2~a	RAD~a	   3.69
KU3~a	LAL2~a	   3.69
ME~a	SZA	   3.69
2(N57)	URU~a1	   3.69
KA~a	PA~a	   3.69
EN~a	KU3~a	   3.68
IM~a	ME~a	   3.68
KAB	USZ~a	   3.68
SILA3~a	SZA	   3.68
GAL~a	ME~a	   3.67
GARA2~a	SZA	   3.67
IM~a	SILA3~a	   3.67
NIM~b2	ZATU686~a	   3.67
HI~a	SUHUR	   3.66
GAL~a	SILA3~a	   3.66
GARA2~a	IM~a	   3.66
LAL2~a	ZATU686~a	   3.66
RAD~a	RAD~a@g	   3.66
EZINU~d	LAL2~a	   3.65
SAG	USZ~a	   3.65
EN~a	ZATU686~a	   3.64
GAL~a	GARA2~a	   3.64
ME~a	USZ~a	   3.64
GI	USZ~a	   3.64
6(N14)	NAM2	   3.64
RAD~a@g	SZA	   3.63
SILA3~a	USZ~a	   3.63
NA	PA~a	   3.63
AN	LAL2~a	   3.63
EZINU~d	NIM~b2	   3.63
KI@n	USZ~a	   3.63
SAG	SZUBUR	   3.63
GARA2~a	USZ~a	   3.62
IM~a	RAD~a@g	   3.62
KU3~a	RAD~a	   3.62
GAL~a	GI	   3.62
2(N57)	SIG2~a1	   3.62
GAL~a	RAD~a@g	   3.61
GI	IM~a	   3.61
AN	NIM~b2	   3.61
GAL~a	SAG	   3.61
KASZ~c	USZ~a	   3.61
KI@n	SZUBUR	   3.61
NAM2	n	   3.60
PA~a	SUKUD@v	   3.60
KAB	SZU	   3.60
KU3~a	SZA	   3.60
GI	SZA	   3.60
IM~a	KU3~a	   3.59
KAB	PA~a	   3.59
RAD~a	ZATU686~a	   3.59
RAD~a@g	USZ~a	   3.59
BAN~b	USZ~a	   3.59
GAL~a	KI@n	   3.59
IM~a	SAG	   3.59
KASZ~c	SZUBUR	   3.59
PAP~a	ZATU686~a	   3.58
GAL~a	KU3~a	   3.58
MUSZEN	ZATU686~a	   3.57
KAB	NAM2	   3.57
ME~a	SZU	   3.57
SZA	ZATU686~a	   3.57
BAN~b	SZUBUR	   3.57
GAL~a	KASZ~c	   3.57
IM~a	KI@n	   3.57
KI	LAL2~a	   3.57
SAG	SZA	   3.57
USZ~a	ZATU759	   3.57
KU3~a	PAP~a	   3.56
IM~a	ZATU686~a	   3.56
KAB	SUKKAL	   3.56
KU3~a	USZ~a	   3.56
ME~a	PA~a	   3.56
SILA3~a	SZU	   3.56
KU3~a	MUSZEN	   3.55
3(N39~a)	DUG~b	   3.55
PAP~a	RAD~a@g	   3.55
AB~a	KAB	   3.54
GAL~a	ZATU686~a	   3.54
GARA2~a	SZU	   3.54
PA~a	SILA3~a	   3.54
BAN~b	GAL~a	   3.54
DU	USZ~a	   3.54
IM~a	KASZ~c	   3.54
KI	NIM~b2	   3.54
KI@n	SZA	   3.54
SZUBUR	ZATU759	   3.54
KASZ~a	NAM2	   3.54
NUN~a	SZUBUR	   3.54
MUSZEN	RAD~a@g	   3.54
GARA2~a	PAP~a	   3.54
GARA2~a	PA~a	   3.53
ME~a	NAM2	   3.53
PAP~a	SILA3~a	   3.53
2(N57)	4(N01)	   3.53
ME~a	PAP~a	   3.53
GARA2~a	MUSZEN	   3.53
BAN~b	IM~a	   3.52
DU	SZUBUR	   3.52
GAL~a	ZATU759	   3.52
KASZ~c	SZA	   3.52
KAB	KU6~a	   3.52
ME~a	SUKKAL	   3.52
NAM2	SILA3~a	   3.52
USZ~a	ZATU686~a	   3.52
MUSZEN	SILA3~a	   3.52
ME~a	MUSZEN	   3.52
KAB	PAP~a	   3.51
AB~a	ME~a	   3.51
GARA2~a	NAM2	   3.51
RAD~a@g	SZU	   3.51
SILA3~a	SUKKAL	   3.51
GI	LAL2~a	   3.51
BAN~b	SZA	   3.50
DU	GAL~a	   3.50
IM~a	ZATU759	   3.50
UR4~a	USZ~a	   3.50
KAB	MUSZEN	   3.50
AB~a	SILA3~a	   3.50
GARA2~a	SUKKAL	   3.50
PA~a	RAD~a@g	   3.50
GI	NIM~b2	   3.50
3(N14)	HI~a	   3.50
DUG~b	NAR	   3.50
AB~a	GARA2~a	   3.49
KU6~a	ME~a	   3.49
DU	IM~a	   3.48
SZA	ZATU759	   3.48
SZUBUR	UR4~a	   3.48
KU3~a	SZU	   3.48
KU6~a	SILA3~a	   3.48
NAM2	RAD~a@g	   3.48
2(N57)	LAGAB~b	   3.47
GARA2~a	KU6~a	   3.47
KU3~a	PA~a	   3.47
RAD~a@g	SUKKAL	   3.47
APIN~a	USZ~a	   3.46
DU	SZA	   3.46
GAL~a	UR4~a	   3.46
KA~a	SZUBUR	   3.46
2(N57)	U2~b	   3.46
A	KAB	   3.46
AB~a	RAD~a@g	   3.46
KAB	NAR	   3.44
KU3~a	NAM2	   3.44
SZU	ZATU686~a	   3.44
APIN~a	SZUBUR	   3.44
IM~a	UR4~a	   3.44
3(N39~a)	KAB	   3.43
KU3~a	SUKKAL	   3.43
KU6~a	RAD~a@g	   3.43
PA~a	ZATU686~a	   3.43
A	ME~a	   3.42
AB~a	KU3~a	   3.42
APIN~a	GAL~a	   3.42
SZA	UR4~a	   3.42
2(N57)	RU	   3.42
A	SILA3~a	   3.41
ME~a	NAR	   3.41
NAM2	ZATU686~a	   3.41
3(N39~a)	ME~a	   3.40
A	GARA2~a	   3.40
KU3~a	KU6~a	   3.40
NAR	SILA3~a	   3.40
SUKKAL	ZATU686~a	   3.40
APIN~a	IM~a	   3.40
LAL2~a	SAG	   3.40
3(N39~a)	SILA3~a	   3.39
AB~a	ZATU686~a	   3.39
GARA2~a	NAR	   3.39
3(N39~a)	GARA2~a	   3.38
APIN~a	SZA	   3.37
KI@n	LAL2~a	   3.37
NIM~b2	SAG	   3.37
2(N39~a)	PA~a	   3.37
2(N57)	SZE~a	   3.37
A	RAD~a@g	   3.37
HI~a	KAB	   3.37
KU6~a	ZATU686~a	   3.37
4(N41)	BU~a	   3.36
KAB	SANGA~a	   3.36
NAR	RAD~a@g	   3.36
KASZ~c	LAL2~a	   3.35
KI@n	NIM~b2	   3.35
3(N39~a)	RAD~a@g	   3.34
KAB	SAL	   3.34
A	KU3~a	   3.33
HI~a	ME~a	   3.33
KAB	NIM~b1	   3.33
BAN~b	LAL2~a	   3.33
KASZ~c	NIM~b2	   3.33
3(N39~a)	SUHUR	   3.33
GI4~a	KAB	   3.32
HI~a	SILA3~a	   3.32
KU3~a	NAR	   3.32
ME~a	SANGA~a	   3.32
2(N19)	BU~a	   3.32
6(N14)	PA~a	   3.31
3(N39~a)	KU3~a	   3.31
GARA2~a	HI~a	   3.31
ME~a	SAL	   3.31
SANGA~a	SILA3~a	   3.31
BAN~b	NIM~b2	   3.31
LAL2~a	ZATU759	   3.31
A	ZATU686~a	   3.30
GARA2~a	SANGA~a	   3.30
ME~a	NIM~b1	   3.30
SAL	SILA3~a	   3.30
1(N08)	USZ~a	   3.29
DU	LAL2~a	   3.29
NIM~b2	ZATU759	   3.29
GARA2~a	SAL	   3.29
GI4~a	ME~a	   3.29
NAR	ZATU686~a	   3.29
NIM~b1	SILA3~a	   3.29
PA~a	n	   3.29
3(N39~a)	ZATU686~a	   3.28
GARA2~a	NIM~b1	   3.28
GI4~a	SILA3~a	   3.28
HI~a	RAD~a@g	   3.28
NAR	SUHUR	   3.28
1(N46)	BU~a	   3.27
1(N08)	SZUBUR	   3.27
DU	NIM~b2	   3.27
GARA2~a	GI4~a	   3.27
RAD~a@g	SANGA~a	   3.27
NUN~a	USZ~a	   3.26
KAB	TE	   3.26
RAD~a@g	SAL	   3.26
1(N08)	GAL~a	   3.25
LAL2~a	UR4~a	   3.25
HI~a	KU3~a	   3.24
NIM~b1	RAD~a@g	   3.24
GAL~a	NUN~a	   3.24
GI4~a	RAD~a@g	   3.23
KAB	NI~a	   3.23
KU3~a	SANGA~a	   3.23
KASZ~a	PA~a	   3.23
IM~a	NUN~a	   3.23
1(N08)	IM~a	   3.23
NIM~b2	UR4~a	   3.23
KAB	SILA3~d	   3.22
KU3~a	SAL	   3.22
ME~a	TE	   3.22
NUN~a	SZA	   3.22
HI~a	ZATU686~a	   3.21
KU3~a	NIM~b1	   3.21
SILA3~a	TE	   3.21
1(N08)	SZA	   3.21
APIN~a	LAL2~a	   3.21
GARA2~a	TE	   3.20
GI4~a	KU3~a	   3.20
KAB	MASZ2	   3.20
ME~a	NI~a	   3.20
SANGA~a	ZATU686~a	   3.20
2(N57)	TAR~a	   3.20
ME~a	SILA3~d	   3.19
NI~a	SILA3~a	   3.19
SAL	ZATU686~a	   3.19
1(N25)	2(N57)	   3.18
APIN~a	NIM~b2	   3.18
GARA2~a	NI~a	   3.18
NIM~b1	ZATU686~a	   3.18
SILA3~a	SILA3~d	   3.18
1(N42)	2(N57)	   3.17
GARA2~a	SILA3~d	   3.17
GI4~a	ZATU686~a	   3.17
MASZ2	ME~a	   3.17
RAD~a@g	TE	   3.17
3(N14)	3(N39~a)	   3.17
1(N14)	KAB	   3.16
MASZ2	SILA3~a	   3.16
GARA2~a	MASZ2	   3.14
KAB	TUN3~a	   3.14
NI~a	RAD~a@g	   3.14
KA~a	USZ~a	   3.14
DILMUN	KAB	   3.13
KU3~a	TE	   3.13
RAD~a@g	SILA3~d	   3.13
LAL2~a	NUN~a	   3.13
1(N14)	ME~a	   3.12
NIM~b2	NUN~a	   3.12
GAL~a	KA~a	   3.11
2(N57)	KASZ~b	   3.11
1(N14)	SILA3~a	   3.11
KU3~a	NI~a	   3.11
MASZ2	RAD~a@g	   3.11
ME~a	TUN3~a	   3.11
3(N14)	NAR	   3.11
IM~a	KA~a	   3.10
1(N14)	GARA2~a	   3.10
DILMUN	ME~a	   3.10
KU3~a	SILA3~d	   3.10
SILA3~a	TUN3~a	   3.10
TE	ZATU686~a	   3.10
KA~a	SZA	   3.09
DILMUN	SILA3~a	   3.09
GARA2~a	TUN3~a	   3.09
KAB	N	   3.09
DILMUN	GARA2~a	   3.08
KU3~a	MASZ2	   3.08
NI~a	ZATU686~a	   3.08
1(N14)	RAD~a@g	   3.07
SILA3~d	ZATU686~a	   3.07
ME~a	N	   3.06
RAD~a@g	TUN3~a	   3.06
DILMUN	RAD~a@g	   3.04
MASZ2	ZATU686~a	   3.04
N	SILA3~a	   3.04
1(N08)	LAL2~a	   3.04
1(N14)	KU3~a	   3.03
3(N57)	KAB	   3.03
GARA2~a	N	   3.03
KAB	KISZ	   3.02
KU3~a	TUN3~a	   3.02
1(N08)	NIM~b2	   3.01
DILMUN	KU3~a	   3.01
KAB	NAGA~a	   3.01
KA~a	LAL2~a	   3.00
1(N14)	ZATU686~a	   3.00
2(N01)	KAB	   3.00
3(N57)	ME~a	   3.00
N	RAD~a@g	   3.00
1(N01)	UH3~a	   2.99
KA~a	NIM~b2	   2.99
2(N14)	KAB	   2.99
3(N57)	SILA3~a	   2.99
KISZ	ME~a	   2.99
TUN3~a	ZATU686~a	   2.99
SZUBUR	UH3~a	   2.99
3(N57)	GARA2~a	   2.98
DILMUN	ZATU686~a	   2.98
KISZ	SILA3~a	   2.98
ME~a	NAGA~a	   2.98
PAP~a	UH3~a	   2.98
2(N01)	ME~a	   2.97
GARA2~a	KISZ	   2.97
KAB	SZU2	   2.97
KU3~a	N	   2.97
NAGA~a	SILA3~a	   2.97
4(N41)	SUKKAL	   2.96
2(N01)	SILA3~a	   2.96
2(N14)	ME~a	   2.96
GARA2~a	NAGA~a	   2.96
MUSZEN	UH3~a	   2.95
2(N01)	GARA2~a	   2.94
2(N14)	SILA3~a	   2.94
3(N57)	RAD~a@g	   2.94
2(N14)	GARA2~a	   2.93
3(N01)	KAB	   2.93
KISZ	RAD~a@g	   2.93
ME~a	SZU2	   2.93
N	ZATU686~a	   2.93
BU~a	UH3~a	   2.93
2(N57)	ZATU694~c	   2.93
2(N19)	SUKKAL	   2.92
KAB	URU~a1	   2.92
NAGA~a	RAD~a@g	   2.92
SILA3~a	SZU2	   2.92
2(N01)	RAD~a@g	   2.91
3(N57)	KU3~a	   2.91
GARA2~a	SZU2	   2.91
2(N57)	KISIM~a	   2.91
2(N14)	RAD~a@g	   2.90
3(N01)	ME~a	   2.90
KISZ	KU3~a	   2.90
UH3~a	ZATU686~a	   2.90
3(N01)	SILA3~a	   2.89
KU3~a	NAGA~a	   2.89
ME~a	URU~a1	   2.89
1(N46)	SUKKAL	   2.89
2(N01)	KU3~a	   2.88
3(N01)	GARA2~a	   2.88
3(N57)	ZATU686~a	   2.88
RAD~a@g	SZU2	   2.88
SILA3~a	URU~a1	   2.88
KU3~a	UH3~a	   2.87
2(N14)	KU3~a	   2.87
GARA2~a	URU~a1	   2.87
KAB	SIG2~a1	   2.87
KISZ	ZATU686~a	   2.87
NAGA~a	ZATU686~a	   2.86
RAD~a@g	UH3~a	   2.85
2(N01)	ZATU686~a	   2.84
3(N01)	RAD~a@g	   2.84
KU3~a	SZU2	   2.84
NA	USZ~a	   2.84
2(N14)	ZATU686~a	   2.83
ME~a	SIG2~a1	   2.83
RAD~a@g	URU~a1	   2.83
GARA2~a	UH3~a	   2.82
2(N57)	4(N14)	   2.82
NA	SZUBUR	   2.82
SUKUD@v	USZ~a	   2.82
SIG2~a1	SILA3~a	   2.82
SILA3~a	UH3~a	   2.82
3(N01)	KU3~a	   2.81
GARA2~a	SIG2~a1	   2.81
SZU2	ZATU686~a	   2.81
ME~a	UH3~a	   2.81
GAL~a	NA	   2.80
SUKUD@v	SZUBUR	   2.80
4(N01)	KAB	   2.80
KU3~a	URU~a1	   2.80
KAB	SZE~a	   2.80
ME~a	SZE~a	   2.79
SILA3~a	SZE~a	   2.79
GARA2~a	SZE~a	   2.79
RAD~a@g	SZE~a	   2.79
KAB	UH3~a	   2.78
KU3~a	SZE~a	   2.78
GAL~a	SUKUD@v	   2.78
IM~a	NA	   2.78
SZE~a	ZATU686~a	   2.78
3(N01)	ZATU686~a	   2.78
RAD~a@g	SIG2~a1	   2.78
4(N01)	ME~a	   2.77
URU~a1	ZATU686~a	   2.77
4(N41)	NAM2	   2.76
2(N57)	GI	   2.76
U4	UH3~a	   2.76
IM~a	SUKUD@v	   2.76
NA	SZA	   2.76
4(N01)	SILA3~a	   2.76
KAB	LAGAB~b	   2.76
2(N57)	6(N01)	   2.75
BU~a	DUG~b	   2.75
4(N01)	GARA2~a	   2.74
KAB	U2~b	   2.74
KU3~a	SIG2~a1	   2.74
SUKUD@v	SZA	   2.74
